song_name,artist_name,id,type,part,version,votes,rating,difficulty,tuning,capo,url_web,upload_date,upload_year,chart_year,genre,main_key,bpm,song_structure,has_intro,has_verse,has_chorus,has_pre_chorus,has_bridge,has_outro,has_solo,has_interlude,chord_1,chord_1_count,chord_2,chord_2_count,chord_3,chord_3_count,all_chords_summary,complexity,repetition,melodicness,energy,finger_movement,disruption,root_stability,intra_root_variation,harmonic_palette,loop_strength,structure_variation,playability,harmonic_softness
Always,Bon Jovi,1712866,Bass Tabs,,2,11,4.45739,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/bon-jovi/always-bass-1712866,2015-02-17,2015,1995,rock,E,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.23986244019138753,0.9628438995215312,0.6950996112306052,1.0,0.32281698564593303,0.30490038876939485,0.7823340311004785,0.0,1.0,0.0,0.0,0.7601375598086124,0.625
Amazed,Lonestar,73777,Bass Tabs,,1,3,4.06735,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/lonestar/amazed-bass-73777,2003-08-28,2003,2000,rock,Ab,,"Verse, Pre-Chorus, Chorus, Verse, Refrain, Chorus, Solo, Chorus, Outro",0,0,0,0,0,0,0,0,,0,,0,,0,,0.1875,0.9479166666666666,0.7504792390046297,1.0,0.2175925925925926,0.24952076099537038,0.7552083333333334,0.0,0.625,0.0,0.3333333333333333,0.8125,0.7222222222222223
An American Dream,Nitty Gritty Dirt Band,5653368,Bass Tabs,,1,0,0.0,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/nitty-gritty-dirt-band/an-american-dream-bass-5653368,2025-02-02,2025,1980,,D,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Refrain, Break, Verse 3, Refrain, Chorus, Outro",1,1,1,0,0,1,0,0,,0,,0,,0,,0.2351983002832861,0.9745042492917847,0.5869880987729619,1.0,0.28668555240793203,0.4130119012270381,0.6005665722379603,0.0,1.0,0.0,1.0,0.764801699716714,0.625
Angel,Madonna,1817302,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/madonna/angel-bass-1817302,2016-02-21,2016,1985,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.08928571428571429,0.9642857142857143,1.0,1.0,0.07142857142857142,0.0,1.0,0.0,0.375,0.0,0.0,0.9107142857142857,0.875
Animal,Neon Trees,1111418,Bass Tabs,,4,10,4.64646,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/neon-trees/animal-bass-1111418,2011-11-29,2011,2010,rock,,,"Intro, Verse 1, Chorus 1, Verse 2, Chorus 2, Bridge, Chorus 3",0,0,0,0,0,0,0,0,,0,,0,,0,,0.20405161864215335,0.9898709533946166,0.9633121693424822,1.0,0.11220494998880831,0.03668783065751781,0.9370761604949371,0.0,0.71875,0.0,0.25,0.7959483813578466,0.6666666666666667
Another Brick In The Wall Part 2,Pink Floyd,1712893,Bass Tabs,,4,17,4.87022,novice,D A D G,0,https://tabs.ultimate-guitar.com/tab/pink-floyd/another-brick-in-the-wall-part-2-bass-1712893,2015-06-25,2015,1980,rock,C,,"Verse, Pre-Chorus, Chorus, Verse 2, Pre-Chorus 2, Chorus 2, Solo, Outro",0,1,1,1,0,1,1,0,,0,,0,,0,,0.16419477399262347,0.9395130650184413,0.7146496163285753,1.0,0.3446835868595848,0.28535038367142473,0.8265998247306957,0.0,0.5,0.0,0.6333333333333333,0.8358052260073766,0.7666666666666666
Another Day In Paradise,Phil Collins,2749875,Bass Tabs,,2,5,4.8005,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/phil-collins/another-day-in-paradise-bass-2749875,2019-07-01,2019,1990,rock,Ab,,"Intro, 1st Verse, Chorus, Interlude, 2nd Verse, Chorus, Interlude, Bridge, 3rd Verse, Chorus, Outro",1,1,1,0,1,1,0,1,,0,,0,,0,,0.1026711185308848,0.993322203672788,0.6859707748863577,1.0,0.24874791318864772,0.31402922511364234,0.647746243739566,0.0,0.5,0.0,1.0,0.8973288814691152,0.8333333333333334
Another Night,Real McCoy,2783350,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/real-mccoy/another-night-bass-2783350,2019-08-03,2019,1995,,,,"Intro, Chorus 1, Verse 1, Chorus 2, Verse 2, Chorus 3, Bridge, Breakdown, Out-Chorus",1,1,1,0,1,0,0,0,,0,,0,,0,,0.16526717557251908,0.9618320610687023,0.5510168405104598,1.0,0.27786259541984737,0.4489831594895402,0.4885496183206107,0.0,0.625,0.0,1.0,0.834732824427481,0.7083333333333333
As Good As I Once Was,Toby Keith,843498,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/toby-keith/as-good-as-i-once-was-bass-843498,2009-07-01,2009,2005,country,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Axel F,Harold Faltermeyer,761325,Bass Tabs,,1,19,4.29113,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/harold-faltermeyer/axel-f-bass-761325,2008-11-29,2008,1985,electronic,,,"------------------------------------------------------------, ----4--22---2-4-----4--22---2-4--------22---2-3-4---2-------, ----------4---------------4------5--5-----4----------4-2-0--, -2---------------2------------------------------------------",0,0,0,0,0,0,0,0,,0,,0,,0,,0.18642857142857142,0.8464285714285715,0.172,1.0,0.454,0.8280000000000001,0.5410714285714285,0.0,0.6875,0.0,0.0,0.8135714285714286,0.7916666666666667
Back For Good,Take That,4400159,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/take-that/back-for-good-bass-4400159,2022-10-26,2022,1995,pop,F,,"Verse 1, Pre-Chorus, Chorus, Bridge",0,1,1,1,1,0,0,0,,0,,0,,0,,0.19583333333333336,0.9479166666666666,0.7970920138888888,1.0,0.26458333333333334,0.2029079861111111,0.8229166666666666,0.0,0.625,0.0,0.6666666666666666,0.8041666666666667,0.7083333333333333
Bad Guy,Billie Eilish,2674542,Bass Tabs,,5,30,4.73955,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/billie-eilish/bad-guy-bass-2674542,2019-04-24,2019,2020,pop,G,,"Intro, Verse 1, Chorus, Break, Verse 2, Chorus, Bridge, Outro",1,1,1,0,1,1,0,0,,0,,0,,0,,0.19193427513136357,0.9576643121715909,0.7235765428330306,1.0,0.3343603781229761,0.27642345716696937,0.780738922228284,0.0,0.725,0.0,0.7666666666666667,0.8080657248686365,0.7083333333333334
Bad Romance,Lady Gaga,1158191,Bass Tabs,,4,3,4.734,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/lady-gaga/bad-romance-bass-1158191,2012-05-31,2012,2010,pop,,,"Intro, Verse, Pre-Chorus, Chorus",0,0,0,0,0,0,0,0,,0,,0,,0,,0.17925898662740766,0.9685192000981475,0.9051751226007977,1.0,0.17476996687523005,0.09482487739920231,0.871785670469881,0.0,0.8333333333333334,0.0,0.2222222222222222,0.8207410133725923,0.7083333333333334
Bang Bang,Jessie J,3026837,Bass Tabs,,1,,,novice,C G C F,0,https://tabs.ultimate-guitar.com/tab/jessie-j/bang-bang-bass-3026837,2020-03-14,2020,2015,pop,Cm,,"Intro/Verse 1, Pre-Chorus 1, Chorus 1, Verse 2, Pre-Chorus 2, Chorus 2, Verse 3, Pre-Chorus 3, Chorus 3, Chorus 4/Outro",1,1,1,1,0,1,0,0,,0,,0,,0,,0.08308400311122634,0.9797899922219342,0.8977893178674561,0.8861788617886179,0.1817345086855069,0.10221068213254388,0.8719211822660098,0.0,0.5,0.0,0.8333333333333333,0.9169159968887737,0.8541666666666666
Beautiful Things,Benson Boone,5812586,Bass Tabs,,1,3,4.734,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/benson-boone/beautiful-things-bass-5812586,2025-05-27,2025,2024,pop,Bb,,"Verse 1, Pre-Chorus, Chorus, Verse 2, Chorus",0,1,1,1,0,0,0,0,,0,,0,,0,,0.17074191279887482,0.9793952180028129,0.8516940344713672,1.0,0.21240506329113923,0.14830596552863284,0.840646976090014,0.0,0.625,0.0,0.6666666666666666,0.8292580872011251,0.7083333333333334
Because Of You,Kelly Clarkson,273095,Bass Tabs,,1,7,4.44042,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/because-of-you-bass-273095,2005-11-21,2005,2005,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.1763194371796213,0.9654514070509468,0.6103713382514315,1.0,0.3221152840255257,0.38962866174856847,0.7084423056805105,0.0,0.8125,0.0,0.0,0.8236805628203787,0.7083333333333334
Behind These Hazel Eyes,Kelly Clarkson,206293,Bass Tabs,,1,4,4.34343,,E A D G,0,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/behind-these-hazel-eyes-bass-206293,2005-08-17,2005,2005,pop,,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Chorus",0,0,0,0,0,0,0,0,,0,,0,,0,,0.21071428571428572,0.7857142857142857,0.4642857142857143,1.0,0.3142857142857143,0.5357142857142857,0.5,0.0,0.375,0.0,0.8333333333333334,0.7892857142857143,0.7083333333333333
Believe,Elton John,2674920,Bass Tabs,,1,0,0.0,novice,D G C F,0,https://tabs.ultimate-guitar.com/tab/elton-john/believe-bass-2674920,2019-04-25,2019,1995,rock,,,"Intro, Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Solo, Verse 3, Pre-Chorus, Chorus, Bass Outro",1,1,1,1,0,1,1,0,,0,,0,,0,,0.2115523465703971,0.9711191335740073,0.8357856872890302,1.0,0.23465703971119134,0.16421431271096978,0.8375451263537906,0.0,1.0,0.0,1.0,0.7884476534296029,0.6666666666666667
Bent,Matchbox Twenty,202684,Bass Tabs,,1,6,4.71153,,E A D G,0,https://tabs.ultimate-guitar.com/tab/matchbox-twenty/bent-bass-202684,2005-01-01,2005,2000,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Best Of You,Foo Fighters,186778,Bass Tabs,,1,91,4.78089,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/foo-fighters/best-of-you-bass-186778,2005-05-26,2005,2005,rock,,,"Intro, Verse, Chorus 1, Guitar Solo, Chorus 2, Chorus 3, Outro",1,1,1,0,0,1,1,0,,0,,0,,0,,0.23072813320494023,0.9856796669876493,0.9502786020070064,1.0,0.12718266123008323,0.04972139799299363,0.9095419146227043,0.0,0.9583333333333334,0.0,0.3333333333333333,0.7692718667950599,0.625
Better Off Alone,Alice DeeJay,2239479,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/alice-deejay/better-off-alone-bass-2239479,2017-11-22,2017,2000,pop,,,MAIN RIFF,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2375,0.90625,0.13720703125,1.0,0.453125,0.86279296875,0.515625,0.0,0.75,0.0,0.16666666666666666,0.7625,0.6666666666666667
Beverly Hills,Weezer,190863,Bass Tabs,,2,72,4.80534,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/weezer/beverly-hills-bass-190863,2005-06-13,2005,2005,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.15083333333333335,0.9041666666666667,0.8612500000000001,1.0,0.26375000000000004,0.13875,0.73125,0.0,0.4375,0.0,0.0,0.8491666666666666,0.7916666666666666
Biggest Part Of Me,Ambrosia,1090495,Bass Tabs,,1,10,4.33877,,E A D G,0,https://tabs.ultimate-guitar.com/tab/ambrosia/biggest-part-of-me-bass-1090495,2011-09-05,2011,1980,,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.20588235294117646,0.9852941176470589,0.30026912725874666,1.0,0.36470588235294116,0.6997308727412533,0.4509803921568627,0.0,1.0,0.0,0.0,0.7941176470588236,0.6666666666666667
Birds Of A Feather,Billie Eilish,5448477,Bass Tabs,,1,5,4.6755,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/billie-eilish/birds-of-a-feather-bass-5448477,2024-10-01,2024,2024,pop,D,,"Intro - no bass, Verse 1a, Verse 1b - palm mute, Refrain - palm mute, Prechorus 1 - palm mute, Chorus 1 - follow the kick, Verse 2a - no bass, Verse 2b, Prechorus 2, Refrain/Chorus 2 - follow the kick, Postchorus - palm mute, Outro",1,1,1,0,0,1,0,0,,0,,0,,0,,0.1784364261168385,0.9914089347079038,0.9950638277771873,1.0,0.056013745704467356,0.004936172222812674,0.9810996563573883,0.0,0.625,0.0,1.0,0.8215635738831615,0.7083333333333333
Black Velvet,Alannah Myles,1872913,Bass Tabs,,5,9,4.78368,intermediate,Eb Ab Db Gb,0,https://tabs.ultimate-guitar.com/tab/alannah-myles/black-velvet-bass-1872913,2016-09-07,2016,1990,rock,,,"A, To [A, To [B}, B, A, B, To [A, B",0,0,0,0,0,0,0,0,,0,,0,,0,,0.1847389090163657,0.9548193941257526,0.9168492747065565,1.0,0.1672176127997763,0.08315072529344347,0.8734094481410749,0.0,0.7083333333333334,0.0,0.2222222222222222,0.8152610909836343,0.7222222222222222
Blank Space,Taylor Swift,1886107,Bass Tabs,,3,5,4.5505,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/taylor-swift/blank-space-bass-1886107,2016-10-11,2016,2015,pop,,,"Intro, Verse, Chorus, Verse, Chorus, Bridge, Outro/ Chorus",1,1,1,0,1,1,0,0,,0,,0,,0,,0.2148824137775979,0.8377939655560053,0.3736354118403455,0.6804092447168486,0.4614838796708485,0.6263645881596546,0.673267682899411,0.0,0.5833333333333334,0.0,0.4444444444444445,0.7851175862224021,0.736111111111111
Blaze Of Glory,Jon Bon Jovi,1799991,Bass Tabs,,1,15,4.85575,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/jon-bon-jovi/blaze-of-glory-bass-1799991,2016-01-02,2016,1990,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.131266318537859,0.9843342036553525,0.6064326568454349,1.0,0.34882506527415147,0.3935673431545651,0.7336814621409922,0.0,0.75,0.0,0.0,0.868733681462141,0.7916666666666666
Blinding Lights,The Weeknd,3292400,Bass Tabs,,2,11,4.67174,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-weeknd/blinding-lights-bass-3292400,2020-08-15,2020,2020,electronic,Fm,,"Intro, Pre-Verse, Verse 1, Pre-Chorus, Chorus, Bridge, Verse 2, Pre-Chorus, Chorus, Interlude, Chorus, Bridge, Outro",1,1,1,1,1,1,0,1,,0,,0,,0,,0.17586918467635393,0.9509520383091152,0.16372390513831128,0.8860103626943006,0.45363448621276814,0.8362760948616887,0.47349480432484425,0.0,0.5625,0.0,0.6666666666666667,0.8241308153236462,0.71875
Blue Da Ba Dee,Eiffel 65,2615178,Bass Tabs,,3,28,4.85178,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/eiffel-65/blue-da-ba-dee-bass-2615178,2019-02-26,2019,2000,pop,,,Riff,0,0,0,0,0,0,0,0,,0,,0,,0,,0.24474561567952832,0.8881359608011792,0.451351023767526,1.0,0.40442420299284315,0.5486489762324739,0.6897470676238472,0.0,0.7916666666666666,0.0,0.05555555555555555,0.7552543843204717,0.6666666666666666
Born In The Usa,Bruce Springsteen,578152,Bass Tabs,,1,13,3.27525,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/bruce-springsteen/born-in-the-usa-bass-578152,2007-09-17,2007,1985,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Boulevard Of Broken Dreams,Green Day,137582,Bass Tabs,,1,241,4.58366,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/green-day/boulevard-of-broken-dreams-bass-137582,2004-09-19,2004,2005,rock,,,"Tabber: LUIZ MANZANO (BRASIL), e-mail: lukdeluca@yahoo.com.br, Verse, Chorus, Solo, Final riff",0,1,1,0,0,0,1,0,,0,,0,,0,,0.1781979134506928,0.9711718830399346,0.8514559979354712,1.0,0.17636336063705746,0.14854400206452875,0.7715171788619792,0.0,0.8333333333333334,0.0,0.3333333333333333,0.8218020865493072,0.7222222222222223
Brass In Pocket,Pretenders,1186515,Bass Tabs,,2,13,4.58776,intermediate,D A D G,0,https://tabs.ultimate-guitar.com/tab/pretenders/brass-in-pocket-bass-1186515,2012-10-05,2012,1980,,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2064245165458993,0.9839387086352518,0.927820123244061,1.0,0.17339964000553837,0.0721798767559389,0.9087437116352056,0.0,0.8125,0.0,0.0,0.7935754834541007,0.6666666666666666
Break My Heart,Dua Lipa,3112613,Bass Tabs,,3,17,4.87022,advanced,E A D G,0,https://tabs.ultimate-guitar.com/tab/dua-lipa/break-my-heart-bass-3112613,2020-04-29,2020,2020,pop,G,,"Intro, Verse, Bridge, Chorus, Bridge, Verse, Bridge, Chorus, Bridge, Chorus",1,1,1,0,1,0,0,0,,0,,0,,0,,0.23312773692472935,0.9796806576881765,0.5958649807554244,1.0,0.40251643302395185,0.4041350192445756,0.7682887392473859,0.0,0.9166666666666666,0.0,0.8888888888888888,0.7668722630752707,0.625
Breakaway,Kelly Clarkson,1819133,Bass Tabs,,1,3,4.40065,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/breakaway-bass-1819133,2016-02-27,2016,2005,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.23401408450704222,0.9774647887323944,0.4459432652251537,1.0,0.35042253521126765,0.5540567347748463,0.5859154929577465,0.0,1.0,0.0,0.0,0.7659859154929578,0.625
Breakeven,The Script,1767283,Bass Tabs,,5,4,4.62914,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-script/breakeven-bass-1767283,2015-09-19,2015,2010,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.21721856607702464,0.9257035848074384,0.6708455059241302,1.0,0.30390302313951595,0.3291544940758699,0.7198290634214819,0.0,0.78125,0.0,0.0,0.7827814339229754,0.6666666666666667
Broadway,Goo Goo Dolls,13286,Bass Tabs,,1,3,4.40065,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/goo-goo-dolls/broadway-bass-13286,2001-10-31,2001,2000,rock,,,"INTRO, CHORUS, VERSE, PRE-CHORUS, CHORUS, VERSE, PRE-CHORUS, CHORUS, SOLO, PRE-CHORUS, CHORUS",1,1,1,1,0,0,1,0,,0,,0,,0,,0.17839702760084927,0.9915074309978769,0.9578076189703436,1.0,0.14522292993630573,0.042192381029656376,0.9363057324840764,0.0,0.5,0.0,1.0,0.8216029723991507,0.7083333333333333
Broken Hearted Me,Anne Murray,4308899,Bass Tabs,,1,0,0.0,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/anne-murray/broken-hearted-me-bass-4308899,2022-08-13,2022,1980,pop,,,"Verse 1, Chorus, Interlude, Verse 2, Chorus, Outro",0,1,1,0,0,1,0,1,,0,,0,,0,,0.21871345029239764,0.9532163742690059,0.5355835983721486,1.0,0.30877192982456136,0.4644164016278513,0.5906432748538012,0.0,1.0,0.0,0.8333333333333334,0.7812865497076024,0.6666666666666667
Brown Sugar,D'Angelo,1736996,Bass Tabs,,1,15,4.24467,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/dangelo/brown-sugar-bass-1736996,2015-05-13,2015,1995,,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Budapest,George Ezra,1741317,Bass Tabs,,3,22,4.73614,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/george-ezra/budapest-bass-1741317,2015-05-31,2015,2015,folk,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.12835795394757657,0.9759801151310584,0.6241504920997725,1.0,0.25448937911202063,0.3758495079002274,0.6132868165887033,0.0,0.625,0.0,0.0,0.8716420460524235,0.7916666666666667
Bulletproof,La Roux,863409,Bass Tabs,,1,14,4.67084,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/la-roux/bulletproof-bass-863409,2009-08-24,2009,2010,electronic,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
