song_name,artist_name,id,type,version,votes,rating,difficulty,tuning,capo,url_web,upload_date,upload_year,genre,main_key,bpm,song_structure,has_intro,has_verse,has_chorus,has_bridge,has_outro,chord_1,chord_1_count,chord_2,chord_2_count,chord_3,chord_3_count,complexity,repetition,melodicness,energy,finger_movement,disruption,root_stability,intra_root_variation,harmonic_palette,loop_strength,structure_variation,playability,harmonic_softness,release_year
17 Cents,The Infamous Stringdusters,5271663.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-infamous-stringdusters/17-cents-chords-5271663,2024-05-17,2024.0,country,G,,"Intro 1, Intro 2, Verse 1, Chorus, Interlude, Interlude, Verse 2, Chorus, Interlude, Interlude, Verse 3, Chorus, Interlude, Interlude, Verse 4, Bridge, End-Chorus, Outro, Outro",1,1,1,1,1,G,93,D,29,C,28,0.0126582278481012,0.9683544303797468,0.0,0.5694936708860758,0.0886075949367088,0.5343694920685788,0.2658227848101265,0.0,0.5,0.2025316455696202,1.8333333333333333,0.9873417721518988,0.0,2010.0
17 Wild Horses,Rich O'Toole,3679949.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/rich-otoole/17-wild-horses-chords-3679949,2021-04-26,2021.0,,,,,0,0,0,0,0,C,45,G,41,D,34,0.0126984126984126,0.9682539682539684,0.0,0.6322222222222222,0.0952380952380952,0.674729150919627,0.1746031746031746,0.0,0.4,0.6666666666666666,0.0,0.9873015873015872,0.0,
17 Year Old Problems,Walker Hayes,5888690.0,Chords,1.0,0,0.0,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/walker-hayes/17-year-old-problems-chords-5888690,2025-07-25,2025.0,rock,E,94.0,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Out-Chorus",1,1,1,1,0,C,25,G,21,F,21,0.0423529411764705,0.9294117647058824,0.0,0.7023529411764706,0.4705882352941176,0.8528719723183391,0.0705882352941176,0.3333333333333333,0.6,0.8,1.0,0.9576470588235294,0.0235294117647058,2025.0
18,Russell Dickerson,4412129.0,Chords,1.0,0,0.0,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/russell-dickerson/18-chords-4412129,2022-11-05,2022.0,country,,,"Intro, Verse, Chorus, Verse, Chorus, Instrumental/Solo, Break, Chorus, Outro",1,1,1,0,1,Cmaj7,29,D,22,Em,21,0.2582278481012658,0.9240506329113924,0.7341772151898734,0.6979746835443037,2.4050632911392404,0.7729530523954494,0.1518987341772152,0.3333333333333333,0.6,0.2531645569620253,1.0,0.7417721518987341,0.379746835443038,2022.0
18 Wheels And A Dozen Roses,Kathy Mattea,810833.0,Chords,1.0,136,4.7583,intermediate,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/kathy-mattea/18-wheels-and-a-dozen-roses-chords-810833,2009-04-08,2009.0,country,,,"Verse 1, Chorus, Verse 2, Instrumental, Chorus",0,1,1,0,0,D,12,A,11,E,10,0.065823551793701,0.887348251527356,0.0592592592592592,0.7059103472536309,0.5801468846244966,0.78896575458336,0.1034165392374347,0.3333333333333333,0.6666666666666666,0.0,0.5,0.934176448206299,0.034604754007739,1987.0
1901 A Canyon Odyssey,The Infamous Stringdusters,3530633.0,Chords,1.0,3,4.40065,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-infamous-stringdusters/1901-a-canyon-odyssey-chords-3530633,2021-01-24,2021.0,country,,,"Intro, Verse 1, Verse 2, Chorus, Instr, Verse 3, Verse 4, Chorus, Lead Break, Verse 5, Chorus, Outro",1,1,1,0,1,E,70,C#m,43,B,33,0.0415300546448087,0.9617486338797814,0.0,0.7140983606557376,0.907103825136612,0.8578339156140823,0.081967213114754,0.3333333333333333,0.7,0.0,1.6666666666666667,0.9584699453551913,0.0437158469945355,2017.0
1952 Vincent Black Lightning,The Del McCoury Band,2903120.0,Chords,1.0,83,4.74885,intermediate,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-del-mccoury-band/1952-vincent-black-lightning-chords-2903120,2019-11-26,2019.0,country,,,"Intro, Verse 1, Refrain 1, Verse 2, Refrain 2, Solo, Verse 3, Refrain 3, Verse 4, Refrain 4, Outro",1,1,0,0,1,F,49,C,40,G,13,0.0149532710280373,0.9626168224299064,0.0,0.6341121495327102,0.0934579439252336,0.4847584941916324,0.2990654205607476,0.0,0.4,0.5981308411214953,1.8333333333333333,0.9850467289719628,0.0,2001.0
1953 Dear John Honky Tonk Blues,The Statler Brothers,1895254.0,Chords,1.0,3,4.56735,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-statler-brothers/1953-dear-john-honky-tonk-blues-chords-1895254,2016-10-17,2016.0,country,,,,0,0,0,0,0,A,33,E,21,D,9,0.0586666666666666,0.8933333333333333,0.0,0.7226666666666666,0.4,0.9088,0.04,0.3333333333333333,0.8,0.4266666666666667,0.0,0.9413333333333334,0.0266666666666666,
1962,Ron Hynes,5196654.0,Chords,1.0,3,4.734,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ron-hynes/1962-chords-5196654,2024-03-24,2024.0,folk,C,,"Intro, Verse, Verse, Refrain, Verse, Refrain, Verse, Outro",1,1,0,0,1,G,24,C,21,F,16,0.0382978723404255,0.9042553191489362,0.0,0.7451063829787234,0.4468085106382978,0.96831145314622,0.0106382978723404,0.3333333333333333,0.9,0.0851063829787234,0.6666666666666666,0.9617021276595744,0.0,2003.0
1965,Jessie Murph,5889884.0,Chords,1.0,3,4.734,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jessie-murph/1965-chords-5889884,2025-07-26,2025.0,,F,71.0,"Intro, Verse 1, Pre-Chorus, Chorus, Interlude, Verse 2, Pre-Chorus, Chorus, Outro",1,1,1,0,1,Dm7,21,Fmaj7,18,C7,17,0.580722891566265,0.9036144578313252,0.4337349397590361,0.7431325301204819,1.313253012048193,0.9641457395848454,0.0120481927710843,0.3333333333333333,0.8,1.2530120481927711,1.1666666666666667,0.419277108433735,0.9036144578313252,2025.0
1968,Dave Alvin,2770849.0,Chords,1.0,4,4.62914,novice,Eb Ab Db Gb Bb Eb,0.0,https://tabs.ultimate-guitar.com/tab/dave-alvin/1968-chords-2770849,2019-07-26,2019.0,country,,,"Verse, Verse",0,1,0,0,0,G,37,D,25,C,7,0.017391304347826,0.9565217391304348,0.0,0.6792753623188406,0.0,0.8737660155429532,0.0579710144927536,0.0,0.3,0.3478260869565217,0.1666666666666666,0.982608695652174,0.0,1998.0
1972,Jake Owen,5290161.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jake-owen/1972-chords-5290161,2024-06-02,2024.0,country,D,,"Verse, Chorus, Verse, Chorus, Chorus",0,1,1,0,0,G,25,D,18,A,9,0.0275862068965517,0.9310344827586208,0.0,0.6875862068965517,0.2068965517241379,0.8192627824019024,0.0862068965517241,0.0,0.4,0.2758620689655172,0.3333333333333333,0.9724137931034482,0.0,2013.0
1975,Gene Clark,2292759.0,Chords,1.0,5,4.6755,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/gene-clark/1975-chords-2292759,2018-01-23,2018.0,rock,,,"Intro, Verse, Verse, Verse, Verse, Verse, Verse, Outro",0,0,0,0,0,E,18,A,12,F#,6,0.0853070175438596,0.9150219298245614,0.0,0.6690131578947368,0.625,0.8100365016158819,0.0915570175438596,0.0,0.5,1.0197368421052633,0.25,0.9146929824561404,0.0855263157894736,1971.0
1977,Stoney LaRue,2309915.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/stoney-larue/1977-chords-2309915,2018-02-06,2018.0,country,,,,0,0,0,0,0,D7,24,G,14,A,3,0.4489795918367347,0.8571428571428572,0.0,0.56,0.7755102040816326,0.4664723032069971,0.3469387755102041,0.3333333333333333,0.7,0.0,0.0,0.5510204081632653,0.6530612244897959,2011.0
1988,Lori McKenna,4885424.0,Chords,1.0,6,4.71153,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/lori-mckenna/1988-chords-4885424,2023-07-23,2023.0,country,Ab,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,C,23,G,18,D,6,0.052,0.9,0.0,0.5919999999999999,0.16,0.5928,0.22,0.3333333333333333,0.5,0.4,1.0,0.948,0.02,2023.0
2 Pair,Kane Brown,5834381.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/kane-brown/2-pair-chords-5834381,2025-06-13,2025.0,pop,G,88.0,"Intro, Verse 1, Chorus, Verse 2, Chorus, Instrumental Brreak, Chorus, Outro",1,1,1,0,1,G,28,D,27,C,24,0.1037735849056603,0.9528301886792452,0.0,0.7533962264150944,0.7830188679245284,0.9905660377358492,0.0,0.3333333333333333,0.5,2.2641509433962264,1.0,0.8962264150943396,0.1415094339622641,2025.0
20 20 Vision,Ronnie Milsap,1782981.0,Chords,1.0,3,4.734,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ronnie-milsap/20-20-vision-chords-1782981,2015-11-20,2015.0,country,,,,0,0,0,0,0,G7,13,C,12,Dm,7,0.2372093023255813,0.8604651162790697,0.0,0.743720930232558,0.4651162790697674,0.9767441860465116,0.0,0.0,0.6,0.0,0.0,0.7627906976744186,0.3023255813953488,1976.0
20-20,Ella Langley,5489607.0,Chords,1.0,10,4.80031,,Eb Ab Db Gb Bb Eb,0.0,https://tabs.ultimate-guitar.com/tab/ella-langley/20-20-chords-5489607,2024-11-01,2024.0,,Abm,,"Intro, Verse 1, Pre-Chorus, Chorus, Verse 2, Chorus, Bridge, Chorus",1,1,1,1,0,F,50,Am,45,G,45,0.0085714285714285,0.9785714285714284,0.0,0.73,0.6357142857142857,0.9229591836734694,0.0357142857142857,0.0,0.3,0.1428571428571428,1.0,0.9914285714285714,0.0,2024.0
2016,Sam Hunt,3065639.0,Chords,2.0,132,4.89187,novice,Eb Ab Db Gb Bb Eb,0.0,https://tabs.ultimate-guitar.com/tab/sam-hunt/2016-chords-3065639,2020-04-04,2020.0,,C,,"Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus",0,1,1,1,0,Cadd9,18,G,17,D/F#,9,0.0930054644808743,0.9174863387978142,0.1999999999999999,0.7246357012750456,1.1959927140255011,0.9673027212915682,0.0110200364298724,0.1111111111111111,0.5,0.7045537340619307,0.7222222222222222,0.9069945355191256,0.0999999999999999,2020.0
20Th Century Masters The Millennium Collection Best Of Dave Dudley,Dave Dudley,4294982.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/dave-dudley/20th-century-masters-the-millennium-collection-best-of-dave-dudley-chords-4294982,2022-08-01,2022.0,,,,"!, !, !, !, Intro, Verse 1, Verse 2, Verse 3, Bridge, Verse 4, Verse 5, Outro, !, !, !, !, Intro, Verse 1, Verse 2, Chorus, Verse 3, Bridge, Chorus, Verse 4, Outro, !, !, Intro, Verse 1, Chorus, Verse 2, Chorus, Verse 3, Chorus, Verse 4, Chorus",1,1,1,1,1,D,187,G,92,A,91,0.1275167785234899,0.9570469798657718,0.1261744966442953,0.654765100671141,0.7087248322147651,0.583930453583172,0.312751677852349,1.0,3.2,0.2630872483221476,2.1666666666666665,0.8724832214765101,0.1838926174496644,
21,Jimmie Allen,3684188.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jimmie-allen/21-chords-3684188,2021-04-29,2021.0,country,,110.0,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,Cadd9,18,D,16,G,2,0.3513513513513513,0.8918918918918919,0.972972972972973,0.7410810810810811,3.783783783783784,0.972972972972973,0.0,0.0,0.4,1.945945945945946,1.0,0.6486486486486487,0.5135135135135135,2018.0
21,Polo G,3397877.0,Chords,1.0,12,4.42696,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/polo-g/21-chords-3397877,2020-10-30,2020.0,hip hop,G,120.0,"Chorus, Verse 1, Chorus, Verse 2, Chorus",0,1,1,0,0,Em,25,C,24,G,24,0.0168213286198261,0.9579466784504346,0.0,0.7428840771836794,0.3219178082191781,0.9636262953070112,0.0122256591545146,0.0,0.35,1.7048166151126822,0.5,0.9831786713801738,0.0,2020.0
21 Forever,Chris Janson,4760669.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/chris-janson/21-forever-chords-4760669,2023-05-05,2023.0,country,C,130.0,"Intro, Verse 1, Chorus, Verse 3, Verse 4, Chorus, Guitar Solo, Bridge, Outro-Guitar Solo",1,1,1,1,1,C,34,G,30,F,24,0.0368421052631579,0.9210526315789472,0.0,0.723157894736842,0.4210526315789473,0.889196675900277,0.0614035087719298,0.6666666666666666,0.9,0.0,1.3333333333333333,0.963157894736842,0.0087719298245614,2023.0
22 Hours A Day,Due West,2113219.0,Chords,1.0,0,0.0,,E A D G B E,2.0,https://tabs.ultimate-guitar.com/tab/due-west/22-hours-a-day-chords-2113219,2017-08-21,2017.0,,,,"Intro, Verse 1, Chorus, Solo, Verse 2, Chorus, Solo, Bridge, Chorus",1,1,1,1,0,A,35,G,34,D,32,0.0152380952380952,0.961904761904762,0.0,0.7333333333333334,0.0761904761904762,0.9344217687074832,0.0285714285714285,0.0,0.4,0.0761904761904762,1.0,0.9847619047619048,0.0,
24 Frames,Jason Isbell,1736953.0,Chords,1.0,919,4.8963,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jason-isbell/24-frames-chords-1736953,2015-05-16,2015.0,rock,,105.0,"Verse 1, Chorus, Verse 2, Chorus, Chorus",0,1,1,0,0,C,23,Em,16,G,10,0.2218216318785578,0.9229127134724856,0.2836812144212524,0.7239136622390892,1.75,0.8363342727983034,0.1397058823529411,0.3333333333333333,0.5,0.064516129032258,0.5,0.7781783681214421,0.3183111954459203,2015.0
24 Karat Heartache,Vern Gosdin,1800902.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/vern-gosdin/24-karat-heartache-chords-1800902,2016-01-06,2016.0,country,,,,0,0,0,0,0,G,9,D7,8,C,6,0.3153846153846154,0.8461538461538461,0.0,0.733076923076923,0.8461538461538461,0.8505917159763313,0.1153846153846153,0.3333333333333333,0.4,0.0,0.0,0.6846153846153846,0.4230769230769231,1997.0
27 Club,Morgan Wade,4928938.0,Chords,1.0,4,4.62914,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/morgan-wade/27-club-chords-4928938,2023-08-25,2023.0,country,E,,"Intro, Verse 1, Verse 2, Bridge, Chorus, Verse 3, Verse 4, Chorus, Verse 5, Interlude, Out-Chorus",1,1,1,1,0,C,26,Cmaj7,19,G,14,0.2206896551724138,0.9310344827586208,0.4367816091954023,0.7197701149425286,2.2298850574712645,0.5308495177698507,0.4367816091954023,0.3333333333333333,0.6,0.1839080459770115,1.6666666666666667,0.7793103448275862,0.3218390804597701,2023.0
29,Carly Pearce,3574127.0,Chords,1.0,34,4.95686,novice,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/carly-pearce/29-chords-3574127,2021-02-19,2021.0,country,B,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Solo, Bridge, Chorus, Outro",1,1,1,1,1,G,24,C,23,D,12,0.0333333333333333,0.9166666666666666,0.0,0.7105555555555555,0.3611111111111111,0.9587191358024691,0.0138888888888888,0.0,0.6,0.0555555555555555,1.1666666666666667,0.9666666666666668,0.0,2021.0
2Am In London,Morgan Wade,5167567.0,Chords,1.0,11,4.886,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/morgan-wade/2am-in-london-chords-5167567,2024-03-01,2024.0,country,,,"Intro, Verse, Chorus, Verse, Chorus, Instrumentat/Break, Chorus, Outro",1,1,1,0,1,G,44,Em,27,D/F#,27,0.027995642701525,0.9520697167755992,0.0,0.7230936819172114,0.959041394335512,0.8942201717288223,0.0588235294117647,0.3333333333333333,0.55,0.0,0.75,0.9720043572984748,0.0147058823529411,2024.0
2X4S And 4X6S,Chris Lane,5825306.0,Chords,1.0,0,0.0,,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/chris-lane/2x4s-and-4x6s-chords-5825306,2025-06-06,2025.0,,F,158.0,"Intro, Verse 1, Chorus, Verse 2, Chorus, Interlude, Bridge, Chorus, Outro",1,1,1,1,1,A,19,D,18,Bm7,18,0.2051948051948051,0.935064935064935,0.0,0.6872727272727273,0.935064935064935,0.8146399055489963,0.0909090909090909,0.0,0.5,0.0,1.1666666666666667,0.7948051948051948,0.2987012987012987,
30 For 60,Ron Hynes,2613918.0,Chords,1.0,12,4.6936,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ron-hynes/30-for-60-chords-2613918,2019-02-27,2019.0,folk,C,,"Intro, Chorus, Chorus, Verse, Outro",1,1,1,0,1,C,22,G,21,D,13,0.0439024390243902,0.8902439024390244,0.0,0.6873170731707317,0.1951219512195122,0.8703152885187388,0.073170731707317,0.3333333333333333,0.9,0.0,0.6666666666666666,0.9560975609756096,0.0,2010.0
30 Silver Pieces,The SteelDrivers,5040838.0,Chords,1.0,6,4.82267,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-steeldrivers/30-silver-pieces-chords-5040838,2023-11-26,2023.0,country,Gm,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Tag, Verse 3, Chorus",1,1,1,0,0,Gm,23,Eb,21,F,10,0.0451612903225806,0.8870967741935484,0.0,0.703548387096774,0.3548387096774194,0.8600416233090531,0.064516129032258,0.3333333333333333,0.7,0.064516129032258,1.0,0.9548387096774194,0.0,
30-06,Brent Cobb,2944601.0,Chords,1.0,5,4.8005,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/brent-cobb/30-06-chords-2944601,2019-12-30,2019.0,country,,,"Lick, Useful Chords, Verse 1, Chorus, Verse 2, Chorus, Chorus",0,1,1,0,0,E,25,G,23,A,20,0.0521739130434782,0.9347826086956522,0.0,0.6839130434782608,0.0869565217391304,0.8041115311909263,0.0978260869565217,0.0,0.6,0.0869565217391304,0.8333333333333334,0.9478260869565216,0.0434782608695652,2018.0
30-06,"HARDY (US, country)",4614398.0,Chords,1.0,19,4.79109,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/hardy-us-country/30-06-chords-4614398,2023-01-22,2023.0,,D,,"Intro, Verse 1, Chorus, Post-Chorus, Verse 2, Chorus, Post-Chorus, Bridge, Instrumental, Outro, Ending",1,1,1,1,1,D,20,Em,20,Bm,19,0.0212765957446808,0.946808510638298,0.0,0.7525531914893617,0.7659574468085106,0.9893617021276596,0.0,0.0,0.5,0.2127659574468085,1.5,0.9787234042553192,0.0,2023.0
33 45 78 Record Time,Kathy Mattea,1792259.0,Chords,1.0,0,0.0,novice,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/kathy-mattea/33-45-78-record-time-chords-1792259,2015-12-14,2015.0,country,,,,0,0,0,0,0,G,49,D,35,C,21,0.0155038759689922,0.9612403100775194,0.0,0.7245736434108527,0.3720930232558139,0.992248062015504,0.0,0.0,0.5,0.6201550387596899,0.0,0.9844961240310076,0.0,1992.0
35S,Tyler Hubbard,4245742.0,Chords,1.0,7,4.64041,,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/tyler-hubbard/35s-chords-4245742,2022-06-24,2022.0,,Eb,,"Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Post-Chorus, Chorus, Post-Chorus",0,1,1,0,0,Em,24,C,24,G,24,0.0170212765957446,0.9574468085106383,0.0,0.7525531914893617,0.5106382978723404,0.9893617021276596,0.0,0.0,0.4,3.0638297872340425,0.8333333333333334,0.9829787234042552,0.0,2022.0
38 And Lonely,Dave Dudley,4022728.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/dave-dudley/38-and-lonely-chords-4022728,2022-01-10,2022.0,,D,,"Intro, Verse 1, Verse 2, Chorus, Instrumental, Verse 3, Chorus",1,1,1,0,0,D,36,A,34,A7,24,0.2013888888888888,0.9236111111111112,0.1944444444444444,0.7405555555555554,1.2916666666666667,0.4658564814814814,0.5208333333333334,1.0,1.1,0.0,1.0,0.7986111111111112,0.2847222222222222,1976.0
3Rd Chance Blues,Roger Alan Wade,1704358.0,Chords,1.0,6,4.60047,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/roger-alan-wade/3rd-chance-blues-chords-1704358,2015-01-27,2015.0,country,,,,0,0,0,0,0,G,21,C,14,D,7,0.0285714285714285,0.9285714285714286,0.0,0.6133333333333334,0.0,0.7142857142857144,0.1428571428571428,0.0,0.3,0.0,0.0,0.9714285714285714,0.0,2010.0
4 In The Morning,Gwen Stefani,545321.0,Chords,1.0,46,4.78371,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/gwen-stefani/4-in-the-morning-chords-545321,2007-07-09,2007.0,pop,,,,0,0,0,0,0,C,13,F,11,Am,9,0.1774472500864752,0.8318920788654445,0.1632653061224489,0.7319249394673124,0.847976478727084,0.9230112273673196,0.0594949844344517,0.5,0.9,0.5769629885852646,0.0,0.8225527499135248,0.1836734693877551,2006.0
41St Street Lonely Hearts Club,Buck Owens,1767894.0,Chords,1.0,3,4.56735,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/buck-owens/41st-street-lonely-hearts-club-chords-1767894,2015-09-17,2015.0,country,,,"Intro, Verse 1, Chorus, Verse 2, Chorus",1,1,1,0,0,D7,22,G,20,C,4,0.2437557816836262,0.9248381128584644,0.0,0.5106938020351526,0.473172987974098,0.4432708262555399,0.3346438482886216,0.0,0.35,0.9565217391304348,0.3333333333333333,0.7562442183163738,0.3561517113783534,1975.0
