wikipedia_url,origin_place_raw,origin_start_year
https://en.wikipedia.org/wiki/Trick_Pony,"Nashville, Tennessee , U.S.",1996
https://en.wikipedia.org/wiki/The_Boxmasters,"Bellflower, California , United States",2007
https://en.wikipedia.org/wiki/Coldwater_Jane,"Nashville, Tennessee , United States",2010
https://en.wikipedia.org/wiki/Steel_Magnolia,"Nashville, Tennessee , U.S.",2009
https://en.wikipedia.org/wiki/Bill_Barwick,,1984
https://en.wikipedia.org/wiki/Raquel_Cole,"Vernon, British Columbia , Canada",2013
https://en.wikipedia.org/wiki/Osborne_Brothers,"Hyden, Kentucky , U.S.",1953
https://en.wikipedia.org/wiki/Robert_Lee_Castleman,,
https://en.wikipedia.org/wiki/Clarence_Horton_Greene,,
https://en.wikipedia.org/wiki/Dean_Beard,,
https://en.wikipedia.org/wiki/Chester_Smith,,
https://en.wikipedia.org/wiki/Benjamin_F._Logan,,
https://en.wikipedia.org/wiki/Karley_Scott_Collins,"Lake City , Florida",2006
https://en.wikipedia.org/wiki/Trey_Lewis_(singer),,2020
https://en.wikipedia.org/wiki/Maura_Sullivan_(singer),"Virginia, US",
https://en.wikipedia.org/wiki/Nick_Shoulders,"Fayetteville, Arkansas",
https://en.wikipedia.org/wiki/Todd_O'Neill,"Nashville, Tennessee , U.S.",2017
https://en.wikipedia.org/wiki/Mary_K._Miller,"Nashville, Tennessee , U.S.",1977
https://en.wikipedia.org/wiki/Kassi_Ashton,,2017
https://en.wikipedia.org/wiki/Pete_Scobell,,2015
https://en.wikipedia.org/wiki/El_Gringo_(musician),,
https://en.wikipedia.org/wiki/Lane_Turner,"Monahans, Texas , United States",2004
https://en.wikipedia.org/wiki/Marilyn_Sellars,"Northfield, Minnesota , US",1973
https://en.wikipedia.org/wiki/Matt_Mason_(singer),"Fairland, Indiana , U.S.",
https://en.wikipedia.org/wiki/McKenna_Faith,"Ukiah, California , U.S.",
https://en.wikipedia.org/wiki/Nicki_Bluhm,"San Francisco, California",2006
https://en.wikipedia.org/wiki/Sarah_Johns,"Pollard, Kentucky, U.S.",2006
https://en.wikipedia.org/wiki/Sonia_Leigh,"Molena , Georgia",1998
https://en.wikipedia.org/wiki/Tamara_Walker,,1999
https://en.wikipedia.org/wiki/Tammy_Rogers,"Tennessee , US",
https://en.wikipedia.org/wiki/Billie_Maxwell,,1929
https://en.wikipedia.org/wiki/Julienne_Irwin,"Bel Air , Maryland , U.S.",2007
https://en.wikipedia.org/wiki/Rick_&_Janis_Carnes,"Nashville, Tennessee , U.S.",1982
https://en.wikipedia.org/wiki/Andrew_Hyra,,1990
https://en.wikipedia.org/wiki/Luanne_Hunt,"Pennsylvania , United States",1995
https://en.wikipedia.org/wiki/John_Schmid,,
https://en.wikipedia.org/wiki/Troy_Cartwright,"Dallas , Texas",2013
https://en.wikipedia.org/wiki/Arlene_Harden,"England, Arkansas , U.S.",1966
https://en.wikipedia.org/wiki/Dave_Gonzalez_(guitarist),,
https://en.wikipedia.org/wiki/Doug_Dugger,,
https://en.wikipedia.org/wiki/Orville_Couch,"Grapevine, Texas , U.S.",1960
https://en.wikipedia.org/wiki/Slim_Wilson,"Christian County, Missouri , USA",1932
https://en.wikipedia.org/wiki/Tammy_Graham,"Little Rock, Arkansas , United States",1996
https://en.wikipedia.org/wiki/Guy_Drake,"Weir, Kentucky , U.S.",1970
https://en.wikipedia.org/wiki/Abbie_Neal,,
https://en.wikipedia.org/wiki/Luke_Tan,,
https://en.wikipedia.org/wiki/Eddie_Jackson_(singer),,
https://en.wikipedia.org/wiki/Luke_O%27Shea,,2001
https://en.wikipedia.org/wiki/Celia_Woodsmith,,
https://en.wikipedia.org/wiki/Joe_Carson_(musician),,
https://en.wikipedia.org/wiki/Sandy_Mason,,
https://en.wikipedia.org/wiki/Juni_Fisher,,
https://en.wikipedia.org/wiki/Rio_Grand,"Texas , United States",2006
https://en.wikipedia.org/wiki/Sarah_Marince,"Moon Township , Pennsylvania , U.S. [ 2 ]",2000
https://en.wikipedia.org/wiki/Ray_Alden,,
https://en.wikipedia.org/wiki/Ruby_Allmond,,
https://en.wikipedia.org/wiki/Guy_Juke,,
https://en.wikipedia.org/wiki/Homer_Ledford,,
https://en.wikipedia.org/wiki/Hayden_Nicholas,,
https://en.wikipedia.org/wiki/Freddie_Langdon,,
https://en.wikipedia.org/wiki/LaDonna_Gatlin,,
https://en.wikipedia.org/wiki/The_Hutchens,"Sandy Ridge, North Carolina",1994
https://en.wikipedia.org/wiki/Homer_and_Jethro,"Knoxville, Tennessee , U.S.",1936
https://en.wikipedia.org/wiki/The_Louvin_Brothers,"Henagar, Alabama , US",1940
https://en.wikipedia.org/wiki/The_Delmore_Brothers,"Elkmont, Alabama , United States",1926
https://en.wikipedia.org/wiki/Thompson_Square,"Nashville, Tennessee , U.S.",2002
https://en.wikipedia.org/wiki/The_Wilburn_Brothers,"Hardy, Arkansas , U.S.",1954
https://en.wikipedia.org/wiki/Edens_Edge,"Russellville , Arkansas United States [ 1 ]",2006
https://en.wikipedia.org/wiki/Eli_Young_Band,"Tomball, Texas , U.S.",2000
https://en.wikipedia.org/wiki/LoCash,"Nashville, Tennessee , U.S.",2008
https://en.wikipedia.org/wiki/McBride_&_the_Ride,"Nashville, Tennessee , US",1989
https://en.wikipedia.org/wiki/The_Henningsens,"Atwood, Illinois",2008
https://en.wikipedia.org/wiki/The_Kinleys,"Philadelphia, Pennsylvania , U.S.",1997
https://en.wikipedia.org/wiki/Sundance_Head,"Porter, Texas",2007
https://en.wikipedia.org/wiki/Ferlin_Husky,,1945
