seed_title,source_seed,wikidata_qid
Ashley Arrison,Category:American country singer-songwriters,Q19872579
Leon Ashley,Category:American country singer-songwriters,Q6524488
Kassi Ashton,Category:American country singer-songwriters,Q124047308
Susan Ashton,Category:American country singer-songwriters,Q7647520
Ernest Ashworth,Category:American country singer-songwriters,Q367410
Bob Atcher,Category:American country singer-songwriters,Q887765
Randy Atcher,Category:American country singer-songwriters,Q1261735
Rodney Atkins,Category:American country singer-songwriters,Q165864
Bobby Austin (musician),Category:American country singer-songwriters,Q4934726
Bryan Austin,Category:American country singer-songwriters,Q4979956
Chris Austin,Category:American country singer-songwriters,Q5105771
Tim Austin (musician),Category:American country singer-songwriters,Q22276895
Gene Autry,Category:American country singer-songwriters,Q342723
Willow Avalon,Category:American country singer-songwriters,Q132718044
Avery Anna,Category:American country singer-songwriters,Q131401753
Hoyt Axton,Category:American country singer-songwriters,Q80530
Mae Boren Axton,Category:American country singer-songwriters,Q1755024
Steve Azar,Category:American country singer-songwriters,Q3498845
Barrett Baber,Category:American country singer-songwriters,Q21872417
BabyJake,Category:American country singer-songwriters,Q117381918
Michael Bacon (composer),Category:American country singer-songwriters,Q3308009
Joan Baez,Category:American country singer-songwriters,Q131725
Katherine Bailess,Category:American country singer-songwriters,Q454572
Razzy Bailey,Category:American country singer-songwriters,Q280318
Rachel Baiman,Category:American country singer-songwriters,Q34511707
Maggie Baird,Category:American country singer-songwriters,Q23301569
Rob Baird,Category:American country singer-songwriters,Q7339961
Butch Baker,Category:American country singer-songwriters,Q5002374
Gary Baker (songwriter),Category:American country singer-songwriters,Q1494813
Kaitlyn Baker,Category:American country singer-songwriters,Q27980124
Sam Baker (musician),Category:American country singer-songwriters,Q16841186
Drew Baldridge,Category:American country singer-songwriters,Q50380305
David Ball (country singer),Category:American country singer-songwriters,Q969572
Earl Poole Ball,Category:American country singer-songwriters,Q19276586
Frankie Ballard,Category:American country singer-songwriters,Q15059504
Roger Ballard (singer-songwriter),Category:American country singer-songwriters,Q16146524
Kelsea Ballerini,Category:American country singer-songwriters,Q18637137
Veronica Ballestrini,Category:American country singer-songwriters,Q7922386
Smith Ballew,Category:American country singer-songwriters,Q428493
Kelleigh Bannen,Category:American country singer-songwriters,Q13561713
R.C. Bannon,Category:American country singer-songwriters,Q7273319
Ava Barber,Category:American country singer-songwriters,Q4827377
Glenn Barber,Category:American country singer-songwriters,Q1531040
Sam Barber (singer),Category:American country singer-songwriters,Q124428137
Bobby Bare,Category:American country singer-songwriters,Q888450
Bobby Bare Jr.,Category:American country singer-songwriters,Q4934746
Johnny Barfield,Category:American country singer-songwriters,Q1386971
Graham Barham,Category:American country singer-songwriters,Q136376389
Aaron Barker,Category:American country singer-songwriters,Q16164475
Jack Barlow,Category:American country singer-songwriters,Q6111153
Randy Barlow,Category:American country singer-songwriters,Q7292072
Benny Barnes (singer),Category:American country singer-songwriters,Q22235376
Danny Barnes (musician),Category:American country singer-songwriters,Q5220127
Max D. Barnes,Category:American country singer-songwriters,Q6794688
Max T. Barnes,Category:American country singer-songwriters,Q6795293
Nate Barnes,Category:American country singer-songwriters,Q109282554
Jonnie Barnett,Category:American country singer-songwriters,Q16015414
Mandy Barnett,Category:American country singer-songwriters,Q6748278
Joe Barnhill,Category:American country singer-songwriters,Q6208483
Gabby Barrett,Category:American country singer-songwriters,Q53912835
Bill Barwick,Category:American country singer-songwriters,Q19668633
Humphrey Bate,Category:American country singer-songwriters,Q5941289
Greg Bates,Category:American country singer-songwriters,Q5605268
Jeff Bates,Category:American country singer-songwriters,Q6173312
Skip Battin,Category:American country singer-songwriters,Q2292440
Terry Baucom,Category:American country singer-songwriters,Q36988747
Phil Baugh,Category:American country singer-songwriters,Q7181690
Rayland Baxter,Category:American country singer-songwriters,Q19560050
Casey Beathard,Category:American country singer-songwriters,Q5048454
Tucker Beathard,Category:American country singer-songwriters,Q23887725
Gary Beaty,Category:American country singer-songwriters,Q16727429
Ryan Beaver,Category:American country singer-songwriters,Q16198441
Beck,Category:American country singer-songwriters,Q11901
Bob Beckham,Category:American country singer-songwriters,Q887792
Chayce Beckham,Category:American country singer-songwriters,Q107178131
William Beckmann,Category:American country singer-songwriters,Q134248710
Molly Bee,Category:American country singer-songwriters,Q293176
Marc Beeson,Category:American country singer-songwriters,Q6755382
John Beland,Category:American country singer-songwriters,Q28839841
Carl Belew,Category:American country singer-songwriters,Q5039885
Luke Bell (musician),Category:American country singer-songwriters,Q23018421
Vince Bell,Category:American country singer-songwriters,Q6671239
Boyd Bennett,Category:American country singer-songwriters,Q354565
Ray Benson,Category:American country singer-songwriters,Q7904384
Dierks Bentley,Category:American country singer-songwriters,Q617932
Stephanie Bentley,Category:American country singer-songwriters,Q7608232
Aaron Benward,Category:American country singer-songwriters,Q4661837
Matraca Berg,Category:American country singer-songwriters,Q258399
Byron Berline,Category:American country singer-songwriters,Q5004310
Crystal Bernard,Category:American country singer-songwriters,Q250425
Rod Bernard,Category:American country singer-songwriters,Q7356117
John Berry (country singer),Category:American country singer-songwriters,Q2059603
Craig Bickhardt,Category:American country singer-songwriters,Q5180733
Big Kenny,Category:American country singer-songwriters,Q4905929
Big Smo,Category:American country singer-songwriters,Q17306373
Ryan Bingham,Category:American country singer-songwriters,Q1339448
Scott H. Biram,Category:American country singer-songwriters,Q3476227
George Birge,Category:American country singer-songwriters,Q113481900
Bonnie Bishop,Category:American country singer-songwriters,Q4942284
Kenny Bishop,Category:American country singer-songwriters,Q6390976
Charlie Black,Category:American country singer-songwriters,Q16135509
Clint Black,Category:American country singer-songwriters,Q320264
Jeanne Black,Category:American country singer-songwriters,Q1263089
Jeff Black (singer),Category:American country singer-songwriters,Q6173361
Jared Blake,Category:American country singer-songwriters,Q6159908
Norman Blake (American musician),Category:American country singer-songwriters,Q1514469
Clay Blaker,Category:American country singer-songwriters,Q1099175
Ronee Blakley,Category:American country singer-songwriters,Q271256
Priscilla Block,Category:American country singer-songwriters,Q105490139
Ron Block,Category:American country singer-songwriters,Q7363537
Nicki Bluhm,Category:American country singer-songwriters,Q7028455
Curt Boettcher,Category:American country singer-songwriters,Q5195350
Dock Boggs,Category:American country singer-songwriters,Q1233734
Suzy Bogguss,Category:American country singer-songwriters,Q442461
James Bonamy,Category:American country singer-songwriters,Q5581461
Johnny Bond,Category:American country singer-songwriters,Q1555544
PJ Bond,Category:American country singer-songwriters,Q16199766
A. A. Bondy,Category:American country singer-songwriters,Q4647458
Bobby Bones,Category:American country singer-songwriters,Q17385667
Skeeter Bonn,Category:American country singer-songwriters,Q1725938
Petrella Ann Bonner,Category:American country singer-songwriters,Q56641587
Cooper Boone,Category:American country singer-songwriters,Q5167747
Larry Boone,Category:American country singer-songwriters,Q6489980
Pat Boone,Category:American country singer-songwriters,Q342778
Tony Booth (musician),Category:American country singer-songwriters,Q7821930
Tyler Booth,Category:American country singer-songwriters,Q81329978
Bobby Borchers,Category:American country singer-songwriters,Q4934801
Sarah Borges,Category:American country singer-songwriters,Q7422118
Annie Bosko,Category:American country singer-songwriters,Q127387030
Jenn Bostic,Category:American country singer-songwriters,Q6177694
Chris Bouchillon,Category:American country singer-songwriters,Q5111843
Jimmy Bowen,Category:American country singer-songwriters,Q1259060
Wade Bowen,Category:American country singer-songwriters,Q7959023
Ash Bowers,Category:American country singer-songwriters,Q4804359
Crystal Bowersox,Category:American country singer-songwriters,Q271795
Margie Bowes,Category:American country singer-songwriters,Q6760373
Roger Bowling (songwriter),Category:American country singer-songwriters,Q7357892
Don Bowman (singer),Category:American country singer-songwriters,Q1238955
Adam Box,Category:American country singer-songwriters,Q30274568
Bill Boyd (musician),Category:American country singer-songwriters,Q4908222
Craig Wayne Boyd,Category:American country singer-songwriters,Q18648718
Jimmy Boyd,Category:American country singer-songwriters,Q3194192
Scott Boyer,Category:American country singer-songwriters,Q49162838
Danielle Bradbery,Category:American country singer-songwriters,Q13515268
Bobby Braddock,Category:American country singer-songwriters,Q4934805
Tyler Braden,Category:American country singer-songwriters,Q135991993
Dakota Bradley,Category:American country singer-songwriters,Q16727625
Dale Ann Bradley,Category:American country singer-songwriters,Q16728341
Terry Bradshaw,Category:American country singer-songwriters,Q633263
Dylan Brady (country singer),Category:American country singer-songwriters,Q66391542
Bekka Bramlett,Category:American country singer-songwriters,Q485171
Cory Branan,Category:American country singer-songwriters,Q15488860
Michelle Branch,Category:American country singer-songwriters,Q234685
Jesse Brand,Category:American country singer-songwriters,Q6186179
Wally Brandt,Category:American country singer-songwriters,Q19956377
John Brannen (singer),Category:American country singer-songwriters,Q6222984
Kippi Brannon,Category:American country singer-songwriters,Q6414684
Jennifer Brantley,Category:American country singer-songwriters,Q6178148
Rod Brasfield,Category:American country singer-songwriters,Q7356130
Cait Brennan,Category:American country singer-songwriters,Q5017856
Walter Brennan,Category:American country singer-songwriters,Q219521
Thom Bresh,Category:American country singer-songwriters,Q7786713
Gary Brewer,Category:American country singer-songwriters,Q41187553
Lee Brice,Category:American country singer-songwriters,Q1811729
Jeff Bridges,Category:American country singer-songwriters,Q174843
Camille Bright-Smith,Category:American country singer-songwriters,Q1029130
Logan Brill,Category:American country singer-songwriters,Q16731589
Elton Britt,Category:American country singer-songwriters,Q1228233
Annie Brobst,Category:American country singer-songwriters,Q54624143
Chad Brock,Category:American country singer-songwriters,Q1058532
Jesse Brock,Category:American country singer-songwriters,Q16213882
Lane Brody,Category:American country singer-songwriters,Q6485349
David Bromberg,Category:American country singer-songwriters,Q328664
Garth Brooks,Category:American country singer-songwriters,Q216288
Karen Brooks (singer),Category:American country singer-songwriters,Q6369533
Kix Brooks,Category:American country singer-songwriters,Q6418942
Cecil Brower,Category:American country singer-songwriters,Q5055974
Blanco Brown,Category:American country singer-songwriters,Q64736729
Bonnie Brown (musician),Category:American country singer-songwriters,Q4942298
Buddy Brown (musician),Category:American country singer-songwriters,Q24006091
"Clarence ""Gatemouth"" Brown",Category:American country singer-songwriters,Q1095432
Freddie Brown (musician),Category:American country singer-songwriters,Q18156654
Hylo Brown,Category:American country singer-songwriters,Q5956189
Jim Ed Brown,Category:American country singer-songwriters,Q1689093
Junior Brown,Category:American country singer-songwriters,Q6313174
Kaci Brown,Category:American country singer-songwriters,Q445481
Kane Brown,Category:American country singer-songwriters,Q21620939
Lacey Brown,Category:American country singer-songwriters,Q6468248
Marty Brown (singer),Category:American country singer-songwriters,Q1767263
Maxine Brown (country singer),Category:American country singer-songwriters,Q6795953
Roger Brown (songwriter),Category:American country singer-songwriters,Q22277190
Shannon Brown (singer),Category:American country singer-songwriters,Q4940888
T. Graham Brown,Category:American country singer-songwriters,Q7668276
Zac Brown,Category:American country singer-songwriters,Q47088963
Jackson Browne,Category:American country singer-songwriters,Q355009
Jann Browne,Category:American country singer-songwriters,Q6155060
Bill Browning,Category:American country singer-songwriters,Q8003811
Ed Bruce,Category:American country singer-songwriters,Q346085
Bailey Bryan,Category:American country singer-songwriters,Q28197737
Luke Bryan,Category:American country singer-songwriters,Q166197
Zach Bryan,Category:American country singer-songwriters,Q106770023
Chase Bryant,Category:American country singer-songwriters,Q17579906
Keith Bryant,Category:American country singer-songwriters,Q6384130
Precious Bryant,Category:American country singer-songwriters,Q3019509
Slim Bryant,Category:American country singer-songwriters,Q2294195
Laura Bryna,Category:American country singer-songwriters,Q6498755
Richard Buckner (musician),Category:American country singer-songwriters,Q5589456
Norton Buffalo,Category:American country singer-songwriters,Q458253
Jimmy Buffett,Category:American country singer-songwriters,Q726071
Sandy Bull,Category:American country singer-songwriters,Q3948333
Samantha Bumgarner,Category:American country singer-songwriters,Q7408631
Pat Bunch,Category:American country singer-songwriters,Q15059507
Laura Bell Bundy,Category:American country singer-songwriters,Q271765
John Bunzow,Category:American country singer-songwriters,Q16148093
Paul Burch,Category:American country singer-songwriters,Q7149599
Wilma Burgess,Category:American country singer-songwriters,Q8022654
Stacy Burk,Category:American country singer-songwriters,Q19609817
Solomon Burke,Category:American country singer-songwriters,Q49888
T Bone Burnett,Category:American country singer-songwriters,Q1225141
Billy Burnette,Category:American country singer-songwriters,Q375827
Billy Joe Burnette,Category:American country singer-songwriters,Q135350379
Dorsey Burnette,Category:American country singer-songwriters,Q374936
Smiley Burnette,Category:American country singer-songwriters,Q3090745
"Kenneth C. ""Jethro"" Burns",Category:American country singer-songwriters,Q126843
Gary Burr,Category:American country singer-songwriters,Q5524791
Weston Burt,Category:American country singer-songwriters,Q16202007
Buzz Busby,Category:American country singer-songwriters,Q1018348
Johnny Bush,Category:American country singer-songwriters,Q6266407
Kristian Bush,Category:American country singer-songwriters,Q6437882
Larry Butler (producer),Category:American country singer-songwriters,Q6490032
Hillous Butrum,Category:American country singer-songwriters,Q5763381
Kenny Buttrey,Category:American country singer-songwriters,Q524186
Ray Butts,Category:American country singer-songwriters,Q16015762
Sarah Buxton,Category:American country singer-songwriters,Q2224332
Hal Bynum,Category:American country singer-songwriters,Q5640719
Billy Byrd,Category:American country singer-songwriters,Q11854248
Jerry Byrd,Category:American country singer-songwriters,Q1687803
Jonathan Byrd (musician),Category:American country singer-songwriters,Q6272690
Tracy Byrd,Category:American country singer-songwriters,Q174766
Chris Cagle,Category:American country singer-songwriters,Q1077072
Sera Cahoone,Category:American country singer-songwriters,Q7452596
Colbie Caillat,Category:American country singer-songwriters,Q228860
Adam Calhoun,Category:American country singer-songwriters,Q66085273
Cam (singer),Category:American country singer-songwriters,Q20630660
Shawn Camp (singer),Category:American country singer-songwriters,Q7491314
Archie Campbell (comedian),Category:American country singer-songwriters,Q4786638
Ashley Campbell (singer),Category:American country singer-songwriters,Q21642371
Buzz Campbell,Category:American country singer-songwriters,Q5003520
Craig Campbell (singer),Category:American country singer-songwriters,Q5180801
Glen Campbell,Category:American country singer-songwriters,Q162667
Kate Campbell,Category:American country singer-songwriters,Q6375409
Stacy Dean Campbell,Category:American country singer-songwriters,Q7596018
Buddy Cannon,Category:American country singer-songwriters,Q4984830
Chuck Cannon,Category:American country singer-songwriters,Q5115386
Melonie Cannon,Category:American country singer-songwriters,Q37995075
Laura Cantrell,Category:American country singer-songwriters,Q138296
Irene Cara,Category:American country singer-songwriters,Q234169
Jillian Cardarelli,Category:American country singer-songwriters,Q122801509
Lindsey Cardinale,Category:American country singer-songwriters,Q6552867
Jack Cardwell,Category:American country singer-songwriters,Q45203642
Henson Cargill,Category:American country singer-songwriters,Q1607591
Brandi Carlile,Category:American country singer-songwriters,Q164060
Bill Carlisle,Category:American country singer-songwriters,Q861994
Cliff Carlisle,Category:American country singer-songwriters,Q720208
Hayes Carll,Category:American country singer-songwriters,Q2227993
Kenneth Carllile,Category:American country singer-songwriters,Q15442728
Paulette Carlson,Category:American country singer-songwriters,Q7154845
Chris Carmack,Category:American country singer-songwriters,Q539654
"Jenks ""Tex"" Carman",Category:American country singer-songwriters,Q1686891
Mark Carman,Category:American country singer-songwriters,Q28967644
Dillon Carmichael,Category:American country singer-songwriters,Q87416755
Kim Carnes,Category:American country singer-songwriters,Q4070
Rick & Janis Carnes,Category:American country singer-songwriters,Q119240938
Boyden Carpenter,Category:American country singer-songwriters,Q4952413
MacKenzie Carpenter,Category:American country singer-songwriters,Q134878966
Mary Chapin Carpenter,Category:American country singer-songwriters,Q270765
Cletis Carr,Category:American country singer-songwriters,Q5131971
Rodney Carrington,Category:American country singer-songwriters,Q925578
Jason Michael Carroll,Category:American country singer-songwriters,Q1683952
Johnny Carroll,Category:American country singer-songwriters,Q1608224
Bill Carson (musician),Category:American country singer-songwriters,Q4908433
Jeff Carson,Category:American country singer-songwriters,Q1686273
Jenny Lou Carson,Category:American country singer-songwriters,Q3246757
Joe Carson (musician),Category:American country singer-songwriters,Q104851422
Lori Carson,Category:American country singer-songwriters,Q10319771
Martha Carson,Category:American country singer-songwriters,Q1675722
Wayne Carson,Category:American country singer-songwriters,Q2553024
A. P. Carter,Category:American country singer-songwriters,Q321014
Anita Carter,Category:American country singer-songwriters,Q542956
Bill Carter (musician),Category:American country singer-songwriters,Q861998
Carlene Carter,Category:American country singer-songwriters,Q508212
Deana Carter,Category:American country singer-songwriters,Q509285
Helen Carter,Category:American country singer-songwriters,Q5701997
Janette Carter,Category:American country singer-songwriters,Q6153686
Joe Carter (guitarist),Category:American country singer-songwriters,Q1691357
Maybelle Carter,Category:American country singer-songwriters,Q442398
Michael Carter (musician),Category:American country singer-songwriters,Q18205843
Sara Carter,Category:American country singer-songwriters,Q545910
Lionel Cartwright,Category:American country singer-songwriters,Q6555564
Troy Cartwright,Category:American country singer-songwriters,Q28405386
Johnny Carver (musician),Category:American country singer-songwriters,Q15452460
Caitlin Cary,Category:American country singer-songwriters,Q1026017
Neko Case,Category:American country singer-songwriters,Q431591
John Carter Cash,Category:American country singer-songwriters,Q947101
Johnny Cash,Category:American country singer-songwriters,Q42775
June Carter Cash,Category:American country singer-songwriters,Q233253
Rosanne Cash,Category:American country singer-songwriters,Q462289
Tommy Cash,Category:American country singer-songwriters,Q556745
Jason Cassidy,Category:American country singer-songwriters,Q21170481
Boomer Castleman,Category:American country singer-songwriters,Q4943470
Robert Lee Castleman,Category:American country singer-songwriters,Q7346801
Bill Caswell,Category:American country singer-songwriters,Q15059509
Connie Cato,Category:American country singer-songwriters,Q13561728
Paul Cauthen,Category:American country singer-songwriters,Q68866747
Jeff Chance,Category:American country singer-songwriters,Q6173546
Bruce Channel,Category:American country singer-songwriters,Q328657
Jean Chapel,Category:American country singer-songwriters,Q1286928
Lana Chapel,Category:American country singer-songwriters,Q6482831
Beth Nielsen Chapman,Category:American country singer-songwriters,Q274032
Cee Cee Chapman,Category:American country singer-songwriters,Q18022245
Donovan Chapman,Category:American country singer-songwriters,Q5296831
Gary Chapman (musician),Category:American country singer-songwriters,Q5524835
Marshall Chapman,Category:American country singer-songwriters,Q6773512
Ray Charles,Category:American country singer-songwriters,Q544387
Will Chase,Category:American country singer-songwriters,Q129257
Kenny Chesney,Category:American country singer-songwriters,Q467526
Mark Chesnutt,Category:American country singer-songwriters,Q1899982
Vic Chesnutt,Category:American country singer-songwriters,Q525698
Bob Childers,Category:American country singer-songwriters,Q5307900
Tyler Childers,Category:American country singer-songwriters,Q41278078
Andy Childs,Category:American country singer-songwriters,Q4760517
Cory Chisel,Category:American country singer-songwriters,Q136385355
Jessie Chris,Category:American country singer-songwriters,Q24572229
Ken Christianson,Category:American country singer-songwriters,Q6387446
Claudia Church,Category:American country singer-songwriters,Q5129148
Eric Church,Category:American country singer-songwriters,Q975911
Margo Cilker,Category:American country singer-songwriters,Q122538354
Katelyn Clampett,Category:American country singer-songwriters,Q135261866
Darrell Clanton,Category:American country singer-songwriters,Q5224601
Brandy Clark,Category:American country singer-songwriters,Q15059510
Gene Clark,Category:American country singer-songwriters,Q471979
Guy Clark,Category:American country singer-songwriters,Q1386899
Jameson Clark (singer),Category:American country singer-songwriters,Q6146121
Roy Clark,Category:American country singer-songwriters,Q721819
Sanford Clark,Category:American country singer-songwriters,Q2221582
Yodelin' Slim Clark,Category:American country singer-songwriters,Q8054272
Jonathan Clay (musician),Category:American country singer-songwriters,Q6272781
Philip Claypool,Category:American country singer-songwriters,Q7183361
Lee Clayton,Category:American country singer-songwriters,Q1149668
Slaid Cleaves,Category:American country singer-songwriters,Q1860656
Jack Clement,Category:American country singer-songwriters,Q302596
Zeke Clements,Category:American country singer-songwriters,Q187216
Danny Click,Category:American country singer-songwriters,Q5220226
Patsy Cline,Category:American country singer-songwriters,Q273080
Jerry Clower,Category:American country singer-songwriters,Q6183376
Brent Cobb,Category:American country singer-songwriters,Q16728104
Candy Coburn,Category:American country singer-songwriters,Q5032074
Anita Cochran,Category:American country singer-songwriters,Q4765515
Cliff Cochran,Category:American country singer-songwriters,Q127685193
Eddie Cochran,Category:American country singer-songwriters,Q5969
Hank Cochran,Category:American country singer-songwriters,Q464393
Jackie Lee Cochran,Category:American country singer-songwriters,Q1677289
Stephen Cochran,Category:American country singer-songwriters,Q7608913
Tammy Cochran,Category:American country singer-songwriters,Q7681571
Thad Cockrell,Category:American country singer-songwriters,Q2408290
Betty Cody,Category:American country singer-songwriters,Q18977391
David Allan Coe,Category:American country singer-songwriters,Q711892
Kellie Coffey,Category:American country singer-songwriters,Q4408986
Aileeah Colgan,Category:American country singer-songwriters,Q23771369
Shirley Collie Nelson,Category:American country singer-songwriters,Q2697090
Mark Collie,Category:American country singer-songwriters,Q321906
Brian Collins (1970s singer),Category:American country singer-songwriters,Q4963412
Brian Collins (2010s singer),Category:American country singer-songwriters,Q28421687
Jim Collins (singer),Category:American country singer-songwriters,Q6194281
Judy Collins,Category:American country singer-songwriters,Q254576
Karley Scott Collins,Category:American country singer-songwriters,Q1961462
Lorrie Collins,Category:American country singer-songwriters,Q16105889
Ruthie Collins,Category:American country singer-songwriters,Q18921564
Tommy Collins (singer),Category:American country singer-songwriters,Q2258587
Jessi Colter,Category:American country singer-songwriters,Q243103
Shelly Colvin,Category:American country singer-songwriters,Q7493893
Andrew Combs (musician),Category:American country singer-songwriters,Q4756655
Luke Combs,Category:American country singer-songwriters,Q23884740
Amie Comeaux,Category:American country singer-songwriters,Q4746166
John Conlee,Category:American country singer-songwriters,Q2112038
Earl Thomas Conley,Category:American country singer-songwriters,Q5326118
Savannah Conley,Category:American country singer-songwriters,Q58009269
Bruce Connole,Category:American country singer-songwriters,Q4977294
Kendal Conrad,Category:American country singer-songwriters,Q20810687
Clay Cook,Category:American country singer-songwriters,Q4819039
Elizabeth Cook,Category:American country singer-songwriters,Q5362618
Jeff Cook,Category:American country singer-songwriters,Q6173603
Kristy Lee Cook,Category:American country singer-songwriters,Q4215799
Ashley Cooke,Category:American country singer-songwriters,Q123355352
Mark Cooke,Category:American country singer-songwriters,Q6767140
Spade Cooley,Category:American country singer-songwriters,Q366469
Rita Coolidge,Category:American country singer-songwriters,Q268604
Lenny Cooper,Category:American country singer-songwriters,Q12988590
Marty Cooper (musician),Category:American country singer-songwriters,Q2805314
Stoney Cooper,Category:American country singer-songwriters,Q7619400
Wilma Lee Cooper,Category:American country singer-songwriters,Q8022668
Cowboy Copas,Category:American country singer-songwriters,Q744337
John Corbett,Category:American country singer-songwriters,Q178010
Easton Corbin,Category:American country singer-songwriters,Q1278287
Larry Cordle,Category:American country singer-songwriters,Q6490125
Helen Cornelius,Category:American country singer-songwriters,Q1601827
Randy Cornor,Category:American country singer-songwriters,Q7292145
Kevin Costner,Category:American country singer-songwriters,Q11930
Joanna Cotten,Category:American country singer-songwriters,Q6205799
Brad Cotter,Category:American country singer-songwriters,Q4953863
Paul Cotton,Category:American country singer-songwriters,Q18392415
Neal Coty,Category:American country singer-songwriters,Q6984080
Orville Couch,Category:American country singer-songwriters,Q7105225
Bucky Covington,Category:American country singer-songwriters,Q2927481
Bill Cowsill,Category:American country singer-songwriters,Q2578333
Don Cox (singer),Category:American country singer-songwriters,Q5292463
Ronny Cox,Category:American country singer-songwriters,Q39989
"Billy ""Crash"" Craddock",Category:American country singer-songwriters,Q863285
Paul Craft,Category:American country singer-songwriters,Q7150001
Adam Craig (singer),Category:American country singer-songwriters,Q27973806
Anna Craig,Category:American country singer-songwriters,Q4766931
Floyd Cramer,Category:American country singer-songwriters,Q969629
Kandia Crazy Horse,Category:American country singer-songwriters,Q22338519
Roger Creager,Category:American country singer-songwriters,Q7358043
Melodie Crittenden,Category:American country singer-songwriters,Q6813336
Charley Crockett,Category:American country singer-songwriters,Q61731634
Rob Crosby,Category:American country singer-songwriters,Q15059512
Jalan Crossland,Category:American country singer-songwriters,Q65030961
Randy Crouch,Category:American country singer-songwriters,Q7292151
Sheryl Crow,Category:American country singer-songwriters,Q200586
J. D. Crowe,Category:American country singer-songwriters,Q1332971
